customerID,p_oof,MonthlyCharges,Contract
6586-MYGKD,0.020247614,76.95,Two year
3173-NVMPX,0.24208407,55.3,Month-to-month
0248-PGHBZ,0.0308019,92.45,Two year
0623-GDISB,0.54752624,48.45,Month-to-month
2892-GESUL,0.01909172,19.35,Two year
6923-EFPNL,0.33834013,51.75,Month-to-month
7472-EQOAV,0.049913358,86.7,One year
9574-RKJIF,0.4022621,94.4,Month-to-month
2043-WVTQJ,0.4294011,55.7,Month-to-month
8034-RYTVV,0.086521015,84.25,One year
3863-QSTYI,0.18104059,64.65,Month-to-month
2619-WFQWU,0.7334304,70.15,Month-to-month
5044-LRQAQ,0.4935298,69.2,Month-to-month
1716-LSAMB,0.021675117,54.65,Two year
1333-PBMXB,0.032791864,24.75,One year
6546-OPBBH,0.031847585,23.95,One year
5985-BEHZK,0.18482164,105.0,One year
9127-QRZMH,0.051629588,59.85,One year
5919-VCZYM,0.15011282,20.05,Month-to-month
9644-KVCNC,0.09806085,92.15,One year
2137-DQMEV,0.059715338,44.8,One year
8174-LNWMW,0.010707796,20.9,Two year
9279-CJEOJ,0.55804485,95.4,Month-to-month
7964-VEXDG,0.32965538,80.35,Month-to-month
2404-JIBFC,0.024978997,85.1,Two year
0778-NELLA,0.3922414,34.7,Month-to-month
8029-XYPWT,0.05523794,115.05,Two year
4614-NUVZD,0.83798265,81.1,Month-to-month
4632-PAOYU,0.020401882,19.95,One year
3803-KMQFW,0.27639812,20.55,Month-to-month
6804-GDMOI,0.118163444,106.6,Two year
2990-OGYTD,0.021367686,86.15,Two year
6646-JPPHA,0.44621196,78.85,Month-to-month
9572-MTILT,0.34574574,106.75,Month-to-month
7658-UYUQS,0.34398335,86.55,Month-to-month
7880-XSOJX,0.1952063,42.4,Month-to-month
9611-CTWIH,0.7391132,89.45,Month-to-month
4589-IUAJB,0.0087313615,24.25,Two year
0329-GTIAJ,0.73544174,97.9,Month-to-month
8746-BFOAJ,0.03406868,20.5,One year
8457-XIGKN,0.11178724,19.6,Month-to-month
6072-NUQCB,0.027179807,20.25,One year
6629-CZTTH,0.6090393,55.7,Month-to-month
8838-GPHZP,0.010295801,20.6,Two year
8750-QWZAJ,0.010204319,19.8,Two year
5364-EVNIB,0.56693506,79.8,Month-to-month
6918-UMQCG,0.6276334,80.2,Month-to-month
0675-NCDYU,0.035404336,116.4,Two year
6339-DKLMK,0.38614222,31.65,Month-to-month
1346-PJWTK,0.16080849,94.15,Month-to-month
5088-QZLRL,0.30713528,20.65,Month-to-month
8023-QHAIO,0.30469692,76.85,Month-to-month
4397-FRLTA,0.13913566,20.15,Month-to-month
3057-VJJQE,0.01845357,55.25,Two year
5087-SUURX,0.39593452,39.05,Month-to-month
2302-OUZXB,0.02343538,82.15,Two year
8133-ANHHJ,0.16860153,103.0,One year
2270-CHBFN,0.19958058,95.1,Month-to-month
0013-EXCHZ,0.58609796,83.9,Month-to-month
5982-FPVQN,0.4239437,95.15,Month-to-month
9107-UKCKY,0.14727695,79.8,One year
4654-ULTTN,0.019010756,74.8,Two year
5550-VFRLC,0.81954205,69.85,Month-to-month
5546-BYZSM,0.0825856,20.45,Month-to-month
1492-KGETH,0.07261307,78.35,One year
4929-BSTRX,0.5826525,53.55,Month-to-month
4163-HFTUK,0.037471127,19.1,One year
8215-NGSPE,0.010453789,20.0,Two year
2225-ZRGSG,0.039262697,93.9,Two year
8859-YSTWS,0.029597428,19.95,One year
5271-YNWVR,0.050062258,113.15,Two year
7601-DHFWZ,0.015027448,24.0,Two year
2657-ALMWY,0.3777386,84.95,Month-to-month
6330-JKLPC,0.5105879,80.5,Month-to-month
4667-OHGKG,0.31428075,19.3,Month-to-month
1998-VHJHK,0.031006968,19.15,One year
1707-HABPF,0.105417386,91.3,One year
1660-HSOOQ,0.5678053,49.65,Month-to-month
7253-UVNDW,0.01815575,54.35,Two year
0487-VVUVK,0.08580579,19.15,Month-to-month
7228-OMTPN,0.7483071,88.45,Month-to-month
5063-IUOKK,0.015548289,19.75,Two year
4508-OEBEY,0.07685075,75.5,One year
0027-KWYKW,0.52036667,83.75,Month-to-month
2308-STERM,0.20548907,19.4,Month-to-month
5982-XMDEX,0.011229784,26.5,Two year
6284-AHOOQ,0.438176,90.5,Month-to-month
6051-PTVNS,0.027315091,19.15,One year
2344-JMOGN,0.5448826,94.85,Month-to-month
3799-ISUZQ,0.45012283,69.95,Month-to-month
2877-VDUER,0.052929748,40.9,One year
9152-AMKAK,0.037089836,80.25,Two year
1794-HBQTJ,0.4470574,48.6,Month-to-month
9432-VOFYX,0.5233882,70.8,Month-to-month
8049-WJCLQ,0.20199445,60.2,Month-to-month
6586-PSJOX,0.0753171,55.2,One year
2460-FPSYH,0.27059075,55.8,Month-to-month
9705-ZJBCG,0.06385699,54.15,One year
4818-DRBQT,0.39290005,80.15,Month-to-month
1320-HTRDR,0.72421783,75.5,Month-to-month
6847-KJLTS,0.3917844,100.4,Month-to-month
9670-BPNXF,0.062045593,62.55,One year
3913-FCUUW,0.017460251,70.45,Two year
3301-VKTGC,0.058075722,85.5,One year
1493-AMTIE,0.34299672,20.2,Month-to-month
9555-SAHUZ,0.14254841,54.5,Month-to-month
0816-TSPHQ,0.16378224,20.75,Month-to-month
9932-WBWIK,0.1020266,20.35,Month-to-month
4619-EVPHY,0.29632133,91.0,One year
5286-YHCVC,0.12006153,104.8,Two year
6424-ELEYH,0.62288344,74.75,Month-to-month
4391-RESHN,0.4508522,104.05,Month-to-month
9115-YQHGA,0.18323411,51.1,Month-to-month
4462-CYWMH,0.25061512,89.8,Month-to-month
8963-MQVYN,0.111683875,20.55,Month-to-month
2458-EOMRE,0.15818657,64.05,Month-to-month
9334-GWGOW,0.7246114,74.85,Month-to-month
6821-BUXUX,0.59625083,96.65,Month-to-month
5028-HTLJB,0.37051845,20.05,Month-to-month
9801-GDWGV,0.488723,103.45,Month-to-month
6542-LWGXJ,0.51487756,25.0,Month-to-month
5567-GZKQY,0.013838624,20.3,Two year
1222-LRYKO,0.14265998,26.35,Month-to-month
2320-JRSDE,0.3587425,19.9,Month-to-month
2087-QAREY,0.19435067,54.7,Month-to-month
0601-WZHJF,0.33178443,46.35,Month-to-month
4423-JWZJN,0.122060135,90.25,One year
5143-WMWOG,0.34517777,19.95,Month-to-month
6490-FGZAT,0.12059184,20.65,Month-to-month
5393-RXQSZ,0.7915678,79.6,Month-to-month
7452-FOLON,0.023403998,25.45,One year
2320-TZRRH,0.027620973,19.5,One year
0231-LXVAP,0.7895199,75.9,Month-to-month
9444-JTXHZ,0.7732493,76.2,Month-to-month
4942-VZZOM,0.055797726,66.15,One year
5510-BOIUJ,0.24568245,19.25,Month-to-month
7502-BNYGS,0.22438015,69.1,Month-to-month
4291-HYEBC,0.2928664,39.1,One year
6147-CBCRA,0.053681266,20.05,Month-to-month
6047-SUHPR,0.054807078,59.8,One year
4471-KXAUH,0.29033065,84.3,Month-to-month
9752-ZNQUT,0.6441811,48.6,Month-to-month
7638-QVMVY,0.6320668,79.0,Month-to-month
1576-PFZIW,0.07135675,105.35,Two year
5666-MBJPT,0.013747454,25.1,Two year
7312-XSBAT,0.4187277,49.75,Month-to-month
3096-GKWEB,0.62843424,94.75,Month-to-month
2371-JQHZZ,0.58975965,93.0,Month-to-month
0674-GCDXG,0.013840902,71.9,Two year
1121-QSIVB,0.12053202,77.55,One year
4396-KLSEH,0.24710757,19.85,Month-to-month
3244-DCJWY,0.81108385,70.25,Month-to-month
2824-MYYBN,0.5225797,95.25,Month-to-month
0875-CABNR,0.59369063,84.6,Month-to-month
6345-HOVES,0.20159881,25.05,Month-to-month
8318-LCNBW,0.10337616,53.15,One year
6469-QJKZW,0.15705325,20.15,Month-to-month
0147-ESWWR,0.45965096,101.25,Month-to-month
1217-VASWC,0.2698349,100.55,One year
7812-FZHPE,0.06836241,24.1,Month-to-month
6370-ZVHDV,0.011602184,25.3,Two year
5915-DGNVC,0.07363744,71.8,One year
6260-XLACS,0.06277365,19.7,One year
3566-CAAYU,0.066751346,49.85,Two year
4983-CCWMC,0.5421296,69.6,Month-to-month
9103-CXVOK,0.31191847,19.75,Month-to-month
2896-TBNBE,0.11032746,80.8,One year
4797-AXPXK,0.5129214,60.0,Month-to-month
5229-PRWKT,0.69834363,86.55,Month-to-month
6982-UQZLY,0.40420005,20.85,Month-to-month
2522-WLNSF,0.07600663,64.2,One year
3841-CONLJ,0.68997306,35.0,Month-to-month
5057-LCOUI,0.30216688,50.75,Month-to-month
0193-ESZXP,0.15888375,105.5,One year
4475-NVTLU,0.033021398,19.2,Two year
4369-HTUIF,0.5332279,85.15,Month-to-month
9386-LDCZR,0.049174402,90.65,One year
9585-KKMFD,0.015732199,20.0,Two year
5399-ZIMKF,0.60699934,74.65,Month-to-month
0336-KXKFK,0.020508487,61.2,Two year
5619-XZZKR,0.07490182,19.95,One year
3948-FVVRP,0.16405703,54.8,Month-to-month
5327-XOKKY,0.033796504,73.45,Two year
0983-TATYJ,0.060469225,51.45,One year
1813-JYWTO,0.017960507,80.45,Two year
0156-FVPTA,0.20407136,54.2,Month-to-month
1984-FCOWB,0.20707053,109.5,One year
0654-HMSHN,0.47093844,104.4,Month-to-month
6719-OXYBR,0.5152944,85.3,Month-to-month
3312-ZWLGF,0.49947414,79.3,Month-to-month
6476-YHMGA,0.21206987,76.5,Month-to-month
5287-QWLKY,0.25031918,105.1,Month-to-month
0795-XCCTE,0.015040707,25.4,Two year
0168-XZKBB,0.5616472,86.85,Month-to-month
3785-NRHYR,0.29750627,19.65,Month-to-month
5196-SGOAK,0.8097156,75.7,Month-to-month
4537-DKTAL,0.5110709,45.55,Month-to-month
7072-MBHEV,0.5884704,78.1,Month-to-month
5602-BVFMK,0.04594045,19.3,One year
6297-NOOPG,0.10770305,110.5,Two year
1891-UAWWU,0.4507113,90.8,Month-to-month
8204-TIFGJ,0.089684255,20.3,Month-to-month
8050-DVOJX,0.031011824,81.35,Two year
6108-OQZDQ,0.80330837,97.95,Month-to-month
0363-QJVFX,0.33217993,108.15,Month-to-month
8903-XEBGX,0.6184163,55.3,Month-to-month
8169-SAEJD,0.02482274,56.55,Two year
9840-DVNDC,0.5610637,80.5,Month-to-month
1089-XZWHH,0.016196648,19.7,Two year
2325-WINES,0.282854,104.05,One year
6064-ZATLR,0.021365069,52.85,Two year
3096-JRDSO,0.46117935,104.3,Month-to-month
7824-PANSQ,0.19582187,80.65,Month-to-month
8042-JVNFH,0.7794428,71.35,Month-to-month
9648-BCHKM,0.01729909,24.65,Two year
2888-ADFAO,0.016832024,21.3,Two year
8707-HOEDG,0.100886196,110.2,Two year
3374-LXDEV,0.5297767,89.4,Month-to-month
4072-IPYLT,0.09402752,51.05,Month-to-month
7167-PCEYD,0.012120181,19.8,Two year
4936-YPJNK,0.12944894,19.9,Month-to-month
1580-BMCMR,0.46170545,87.3,Month-to-month
4817-KEQSP,0.010773554,19.85,Two year
6408-WHTEF,0.015490028,89.4,Two year
9251-AWQGT,0.012230774,20.0,Two year
8749-CLJXC,0.29371142,20.05,Month-to-month
7989-VCQOH,0.1305755,83.25,Month-to-month
5049-GLYVG,0.29123053,20.6,Month-to-month
4199-QHJNM,0.07595396,102.9,Two year
8882-TLVRW,0.014852711,39.1,Two year
5883-GTGVD,0.62129444,99.95,Month-to-month
5135-GRQJV,0.04634414,114.5,Two year
2384-OVPSA,0.019321982,20.2,Two year
1371-WEPDS,0.12759297,55.8,One year
3580-GICBM,0.011845745,24.2,Two year
4817-QRJSX,0.5299883,81.0,Month-to-month
9730-DRTMJ,0.07411736,72.8,One year
4686-UXDML,0.5602733,99.85,Month-to-month
3349-ANQNH,0.34758648,99.5,One year
2398-YPMUR,0.5713112,70.15,Month-to-month
0932-YIXYU,0.011396507,20.25,Two year
7480-SPLEF,0.011161641,26.0,Two year
7636-XUHWW,0.3334341,19.9,Month-to-month
1431-CYWMH,0.061849017,19.05,Month-to-month
5937-EORGB,0.6634516,96.5,Month-to-month
6349-JDHQP,0.017057601,19.85,Two year
5539-HIVAK,0.107737355,25.7,Month-to-month
5847-MXBEO,0.026598485,20.3,One year
9985-MWVIX,0.7817531,70.15,Month-to-month
4583-PARNH,0.49641305,91.55,Month-to-month
1116-FRYVH,0.017889878,39.4,Two year
1421-HCERK,0.40828687,105.7,Month-to-month
9633-XQABV,0.6667767,70.25,Month-to-month
0716-BQNDX,0.095531,93.75,Two year
1265-XTECC,0.086053595,96.55,One year
1183-CANVH,0.06212058,60.0,One year
1972-XMUWV,0.017816218,59.8,Two year
8679-LZBMD,0.20392382,90.65,One year
3407-JMJQQ,0.07053271,109.0,Two year
6252-DFGTK,0.045429483,68.1,One year
1539-LNKHM,0.10164917,20.4,Month-to-month
8645-KOMJQ,0.022824487,81.95,Two year
0289-IVARM,0.11377128,60.55,Month-to-month
9761-XUJWD,0.2575691,65.6,Month-to-month
4057-FKCZK,0.050815187,82.5,Two year
4291-TPNFG,0.01444137,82.3,Two year
6087-YPWHO,0.011751431,68.15,Two year
3090-QFUVD,0.28442898,20.3,Month-to-month
2237-ZFSMY,0.12779208,95.55,One year
1722-LDZJS,0.022187626,20.2,One year
1818-ESQMW,0.3639966,89.2,Month-to-month
4871-JTKJF,0.8093406,69.65,Month-to-month
1415-YFWLT,0.8630931,89.3,Month-to-month
7401-RUBNK,0.30891603,74.8,Month-to-month
0506-YLVKJ,0.012825156,20.2,Two year
8661-BOYNW,0.017756298,84.4,Two year
6711-VTNRE,0.3456197,87.55,Month-to-month
4815-GBTCD,0.61649066,25.15,Month-to-month
2805-AUFQN,0.012825976,19.8,Two year
0980-PVMRC,0.26634866,50.85,Month-to-month
7233-DRTRF,0.48222318,102.4,Month-to-month
3500-RMZLT,0.4486841,96.3,Month-to-month
3873-NFTGI,0.23629405,55.5,Month-to-month
1162-ECVII,0.07116927,109.75,Two year
7048-GXDAY,0.43442807,106.4,Month-to-month
8571-ZCMCX,0.029435996,60.0,Two year
1169-WCVAK,0.25229904,88.8,Month-to-month
4548-SDBKE,0.72999763,85.2,Month-to-month
8066-POXGX,0.4134194,35.1,Month-to-month
7129-CAKJW,0.37673727,80.05,Month-to-month
8695-ARGXZ,0.5564777,75.55,Month-to-month
3570-YUEKJ,0.2128174,49.55,Month-to-month
4143-OOBWZ,0.70390517,81.3,Month-to-month
1555-HAPSU,0.009192608,23.9,Two year
1697-NVVGY,0.1392146,66.4,Month-to-month
7854-EKTJL,0.28322482,19.6,Month-to-month
8464-EETCQ,0.014174145,18.8,Two year
2419-FSORS,0.12104097,108.4,Two year
8132-YPVBX,0.5683308,85.95,Month-to-month
9102-IAYHT,0.6130189,85.45,Month-to-month
6754-LZUKA,0.036985103,80.9,Two year
3422-LYEPQ,0.8290871,71.0,Month-to-month
8099-MZPUJ,0.09052025,111.8,Two year
0787-LHDYT,0.11365009,20.6,Month-to-month
2642-DTVCO,0.78528255,85.05,Month-to-month
0374-IOEGQ,0.47912014,44.6,Month-to-month
4361-JEIVL,0.57845485,44.4,Month-to-month
3197-NNYNB,0.09335316,105.1,Two year
3396-DKDEL,0.033752598,115.15,Two year
1752-OZXFY,0.051764037,59.8,One year
9066-QRSDU,0.06251156,26.3,One year
9112-WSNPU,0.3321461,70.55,Month-to-month
9867-NNXLC,0.08722865,20.05,Month-to-month
5321-NTRKC,0.028563708,79.85,Two year
1363-TXLSL,0.8607876,70.3,Month-to-month
9507-EXLTT,0.8290365,79.35,Month-to-month
3161-GETRM,0.42269453,90.05,Month-to-month
0402-OAMEN,0.009845365,24.45,Two year
6933-VLYFX,0.11229003,59.95,One year
6754-WKSHP,0.034054216,25.35,One year
9846-GKXAS,0.5642915,90.8,Month-to-month
6017-PPLPX,0.44635916,70.45,Month-to-month
4976-LNFVV,0.28328142,34.3,Month-to-month
5055-MGMGF,0.31539497,105.05,Month-to-month
4641-FROLU,0.0147557575,19.3,Two year
2862-JVEOY,0.0414687,19.15,One year
2969-QWUBZ,0.6234588,51.4,Month-to-month
9822-BIIGN,0.09923215,71.85,Month-to-month
2077-MPJQO,0.7246114,75.4,Month-to-month
1534-OULXE,0.04548248,49.7,One year
7136-RVDTZ,0.13902919,45.25,One year
2971-SGAFL,0.28083846,78.75,Month-to-month
1480-IVEVR,0.19285554,81.6,One year
2905-KFQUV,0.6179984,70.4,Month-to-month
4581-SSPWD,0.7248198,75.8,Month-to-month
3370-HXOPH,0.6665674,76.1,Month-to-month
9391-YZEJW,0.20571281,94.0,One year
9958-MEKUC,0.05536658,103.95,Two year
0281-CNTZX,0.011937543,19.95,Two year
6927-WTFIV,0.36599433,71.3,Month-to-month
4118-CEVPF,0.20816396,110.8,One year
3398-ZOUAA,0.5522998,69.1,Month-to-month
9114-VEPUF,0.11302742,96.1,One year
7876-BEUTG,0.23570246,48.8,Month-to-month
2338-BQEZT,0.14743544,50.55,Month-to-month
9873-MNDKV,0.24005759,44.65,Month-to-month
0378-NHQXU,0.5032909,88.25,Month-to-month
8241-JUIQO,0.027056314,19.45,One year
2194-IIQOF,0.020336883,89.3,Two year
4512-ZUIYL,0.50861776,70.0,Month-to-month
9631-RXVJM,0.013725908,19.25,Two year
9584-EXCDZ,0.38194418,70.5,Month-to-month
7969-AULMZ,0.61013657,97.35,Month-to-month
5093-FEGLU,0.012020011,19.65,Two year
2621-UDNLU,0.19084872,20.85,Month-to-month
7526-IVLYU,0.21796165,19.65,Month-to-month
2428-HYUNX,0.032177176,19.35,Two year
9214-EKVXR,0.55130666,44.0,Month-to-month
3410-MHHUM,0.2046528,94.4,One year
0568-ONFPC,0.16233036,25.9,Month-to-month
0733-VUNUW,0.1640881,55.65,Month-to-month
4550-EVXNY,0.8334918,69.65,Month-to-month
2122-YWVYA,0.42561615,75.4,Month-to-month
2968-SSGAA,0.78138363,100.6,Month-to-month
2296-DKZFP,0.012840759,71.0,Two year
4844-JJWUY,0.85895336,86.0,Month-to-month
6777-TGHTM,0.17785913,106.95,One year
8909-BOLNL,0.07572367,21.2,One year
6603-YRDCJ,0.017276578,61.05,Two year
3538-WZPHD,0.6362964,29.6,Month-to-month
3229-USWAR,0.122670494,79.95,One year
2138-VFAPZ,0.02708283,19.7,Two year
6131-JLWZM,0.11798536,20.3,Month-to-month
4785-QRJHC,0.11500475,59.9,One year
0269-XFESX,0.032423344,24.35,One year
1709-EJDOX,0.01314577,19.75,Two year
4316-XCSLJ,0.16536044,50.3,Month-to-month
8610-WFCJF,0.46983662,95.6,Month-to-month
9693-XMUOB,0.31633943,50.25,Month-to-month
0383-CLDDA,0.018943356,85.35,Two year
4905-JEFDW,0.28850198,41.6,One year
2709-UQGNP,0.17570557,51.65,Month-to-month
3549-ZTMNH,0.02831452,24.0,Two year
7881-INRLC,0.4248418,100.85,Month-to-month
8033-ATFAS,0.18277104,59.85,Month-to-month
1635-NZATJ,0.013715325,25.45,Two year
0562-HKHML,0.008732022,23.9,Two year
8277-RVRSV,0.03210787,24.15,One year
9943-VSZUV,0.22321191,75.7,Month-to-month
0117-LFRMW,0.08680514,40.2,Month-to-month
6172-FECYY,0.42211768,84.5,Month-to-month
7054-ENNGU,0.18810023,50.85,Month-to-month
1455-HFBXA,0.027331408,91.6,Two year
9402-CXWPL,0.21833588,98.9,One year
1628-BIZYP,0.83728176,85.0,Month-to-month
1965-AKTSX,0.6258968,78.95,Month-to-month
0082-LDZUE,0.57138914,44.3,Month-to-month
4786-UKSNZ,0.35752356,20.2,Month-to-month
5343-SGUBI,0.08918545,80.2,One year
0856-NAOES,0.23888524,60.9,Month-to-month
1976-AZZPJ,0.20422997,34.2,Month-to-month
7248-VZQLC,0.34925205,85.2,Month-to-month
6156-UZDLF,0.0860147,87.15,One year
3099-OONVS,0.14697246,54.3,Month-to-month
9500-WBGRP,0.010779044,19.1,Two year
5183-KLYEM,0.03759332,112.75,Two year
5144-PQCDZ,0.21251841,19.95,Month-to-month
8514-VZHEB,0.014285096,19.5,Two year
6625-IUTTT,0.0133193,65.55,Two year
9355-NPPFS,0.5233053,78.8,Month-to-month
0068-FIGTF,0.08971291,78.2,One year
5965-GGPRW,0.092858024,105.25,Two year
8035-PWSEV,0.60773915,89.25,Month-to-month
2236-HILPA,0.007861905,20.65,Two year
1840-BIUOG,0.11558352,68.7,One year
1356-MKYSK,0.17618178,78.65,Month-to-month
6080-LNESI,0.014315113,24.75,Two year
1830-IPXVJ,0.008236281,19.75,Two year
5828-DWPIL,0.2080818,89.1,Month-to-month
8398-TBIYD,0.027019523,84.7,Two year
0011-IGKFF,0.71888924,98.0,Month-to-month
4192-GORJT,0.74406826,94.45,Month-to-month
6496-SLWHQ,0.8525189,105.0,Month-to-month
9912-GVSEQ,0.58869773,93.85,Month-to-month
2931-FSOHN,0.3537568,59.9,Month-to-month
9418-RUKPH,0.013874311,19.95,Two year
5383-MMTWC,0.7244657,84.0,Month-to-month
9971-ZWPBF,0.423594,108.9,Month-to-month
4712-AUQZO,0.1730032,33.6,Month-to-month
9711-FJTBX,0.06459178,85.85,One year
2908-ZTPNF,0.17382666,34.85,Month-to-month
7240-ETPTR,0.4296681,48.75,Month-to-month
2202-CUYXZ,0.828549,84.85,Month-to-month
5995-OIGLP,0.119792,56.65,Month-to-month
8421-WZOOW,0.27121326,95.3,Month-to-month
6261-RCVNS,0.06857554,73.9,One year
7951-QKZPL,0.013643354,24.5,Two year
1414-YADCW,0.013771692,84.6,Two year
8756-RDDLT,0.15557139,44.95,Month-to-month
2862-PFNIK,0.6881969,24.7,Month-to-month
5816-QVHRX,0.3604724,100.3,Month-to-month
4430-YHXGG,0.19635196,25.45,Month-to-month
6888-SBYAI,0.46328905,50.7,Month-to-month
7395-XWZOY,0.2029175,55.0,Month-to-month
7169-YWAMK,0.016132493,68.4,Two year
3640-PHQXK,0.56098604,89.9,Month-to-month
6877-LGWXO,0.44973913,78.55,Month-to-month
6859-RKMZJ,0.26958483,55.05,Month-to-month
2729-VNVAP,0.011260051,19.8,Two year
2957-JIRMN,0.10147635,84.45,One year
2049-BAFNW,0.5209729,35.9,Month-to-month
3842-QTGDL,0.2935205,80.75,Month-to-month
7163-OCEQI,0.11061052,78.65,One year
9782-LGXMC,0.09699419,61.75,Month-to-month
5975-BAICR,0.09676275,63.7,One year
8019-ENHXU,0.47449067,99.45,Month-to-month
5167-GBFRE,0.5843487,25.2,Month-to-month
9033-EOXWV,0.1750011,74.05,One year
4673-KKSLS,0.26110157,87.6,Month-to-month
4853-OITSN,0.67918605,89.15,Month-to-month
9800-OUIGR,0.0084860055,20.0,Two year
1324-NLTJE,0.21446276,55.0,Month-to-month
2324-EFHVG,0.10519261,104.4,Two year
7094-MSZAO,0.13222286,20.05,Month-to-month
1522-VVDMG,0.59179676,89.75,Month-to-month
6907-CQGPN,0.13511407,34.3,Month-to-month
0780-XNZFN,0.014822253,20.65,Two year
0239-OXEXL,0.18284597,84.25,Month-to-month
2675-IJRGJ,0.014468555,19.65,Two year
7049-GKVZY,0.10342988,79.85,One year
8577-QSOCG,0.015564472,20.2,Two year
3721-CNZHX,0.041770253,19.8,One year
0212-ISBBF,0.42841968,50.35,Month-to-month
9185-TQCVP,0.71676797,85.15,Month-to-month
3585-YNADK,0.058115855,74.6,One year
5271-DBYSJ,0.58126223,79.15,Month-to-month
1099-GODLO,0.055689663,20.35,Two year
6828-HMKWP,0.020030212,21.05,Two year
5567-WSELE,0.8222152,94.6,Month-to-month
1472-TNCWL,0.41548446,94.7,Month-to-month
8063-RJYNF,0.5249379,94.25,Month-to-month
0687-ZVTHB,0.05233251,72.45,One year
2080-GKCWQ,0.6465802,74.95,Month-to-month
9661-ACXBS,0.4496684,105.2,Month-to-month
2193-SFWQW,0.041346993,111.95,Two year
5656-JAMLX,0.01054199,19.85,Two year
3462-BJQQA,0.71793234,89.75,Month-to-month
0442-TDYUO,0.016530316,20.05,Two year
6733-LRIZX,0.19578074,108.95,Two year
9503-XJUME,0.029583152,19.65,One year
4367-NHWMM,0.5913668,24.9,Month-to-month
3727-RJMEO,0.71395904,82.85,Month-to-month
3779-OSWCF,0.050372176,93.2,Two year
6736-DHUQI,0.04952119,84.8,One year
3915-ODIYG,0.14403087,71.75,One year
1360-RCYRT,0.16525061,30.35,Month-to-month
2724-FJDYW,0.10484278,54.85,One year
4451-RWASJ,0.051058482,19.5,One year
6646-VRFOL,0.497186,103.85,Month-to-month
3460-TJBWI,0.0121426,24.2,Two year
5917-HBSDW,0.079496376,19.35,Month-to-month
5685-IIXLY,0.67737246,83.6,Month-to-month
5671-UUNXD,0.3241118,100.65,One year
0956-ACVZC,0.21352382,94.1,One year
2325-NBPZG,0.5782486,74.55,Month-to-month
4250-ZBWLV,0.3025114,108.45,One year
4482-FTFFX,0.28976458,56.15,Month-to-month
8859-DZTGQ,0.009579891,20.35,Two year
0440-MOGPM,0.19595183,80.55,One year
0020-JDNXP,0.086844936,61.25,One year
3752-CQSJI,0.11966305,20.45,Month-to-month
5025-GOOKI,0.11608817,18.9,Month-to-month
4698-KVLLG,0.024162978,19.6,Two year
5095-AESKG,0.7103301,91.5,Month-to-month
2887-JPYLU,0.11068886,45.2,Month-to-month
4770-QAZXN,0.10274416,19.45,Month-to-month
4896-CPRPF,0.012188775,25.45,Two year
1871-MOWRM,0.30379698,80.85,Month-to-month
9714-EDSUC,0.53147966,94.9,Month-to-month
2027-OAQQC,0.26736385,49.05,Month-to-month
0282-NVSJS,0.25766596,29.3,Month-to-month
9090-SGQXL,0.5010802,105.3,Month-to-month
6595-YGXIT,0.58665544,88.95,Month-to-month
7353-YOWFP,0.050157882,20.25,One year
9835-ZIITK,0.2508078,110.85,One year
8008-ESFLK,0.23946488,110.5,One year
7537-CBQUZ,0.3366286,109.4,Month-to-month
1555-DJEQW,0.047052287,114.2,Two year
5649-TJHOV,0.24836814,36.5,Month-to-month
0519-XUZJU,0.646655,70.75,Month-to-month
3363-EWLGO,0.12363977,19.95,Month-to-month
4750-UKWJK,0.03002197,19.6,One year
6338-AVWCY,0.47051907,40.15,Month-to-month
1689-YQBYY,0.66305,76.6,Month-to-month
4487-ZYJZK,0.030116878,19.6,One year
2959-FENLU,0.57380146,85.3,Month-to-month
0708-LGSMF,0.2670633,65.85,Month-to-month
9253-QXKBE,0.6646832,94.45,Month-to-month
7634-HLQJR,0.012372902,20.05,Two year
0487-RPVUM,0.2356178,99.4,Month-to-month
4079-ULGFR,0.09911883,20.0,Month-to-month
2516-XSJKX,0.036694944,78.45,Two year
0057-QBUQH,0.04327234,25.1,Two year
9445-SZLCH,0.3520523,97.35,Month-to-month
6599-SFQVE,0.3965963,55.0,Month-to-month
8331-ZXFOE,0.043466363,71.1,One year
4003-FUSHP,0.21752924,61.55,Month-to-month
0356-ERHVT,0.23816659,45.9,Month-to-month
7325-ENZFI,0.079084635,40.3,One year
4884-ZTHVF,0.6734257,87.1,Month-to-month
3920-HIHMQ,0.16347586,49.5,Month-to-month
3055-OYMSE,0.2587427,73.8,Month-to-month
0613-WUXUM,0.009780001,19.2,Two year
7568-PODML,0.6285258,45.3,Month-to-month
4458-KVRBJ,0.0131005775,25.0,Two year
5349-IECLD,0.7584757,94.95,Month-to-month
1397-XKKWR,0.09838192,35.3,One year
3945-GFWQL,0.26006663,44.55,Month-to-month
8097-OMULG,0.06293906,76.75,One year
6013-BHCAW,0.034751248,81.0,Two year
0401-WDBXM,0.07625453,105.55,Two year
3387-PLKUI,0.09799773,18.8,Month-to-month
6096-EGVTU,0.02275046,24.9,One year
3797-VTIDR,0.7040622,23.45,Month-to-month
5081-NWSUP,0.11681442,64.9,One year
2580-ATZSQ,0.02767696,61.35,One year
8085-MSNLK,0.0696168,113.95,Two year
9691-HKOVS,0.09711224,90.15,One year
9881-VCZEP,0.16247243,54.1,Month-to-month
9526-BIHHD,0.40033323,29.7,Month-to-month
